0,1,2,3,4,5,6,7,8,9,10
Sioux,Nebraska,"5,119","1,313",000000000,830001913,http://www.co.sioux.ne.us,Harrison,1877,2067,1
Stanton,Nebraska,"6,333","6,133",000,100,http://www.co.stanton.ne.us,Stanton,1865,431,14
Thayer,Nebraska,"7,019","5,189",No records found,No records found,http://www.thayercounty.ne.gov,Hebron,1872,575,9
Thomas,Nebraska,"2,265",699,000000000,860000001,http://www.thomascountynebraska.us/,Thedford,1887,714,1
Thurston,Nebraska,"5,498","6,895",000000000,1010001,http://www.thurstoncountynebraska.us/,Pender,1865,396,17
Valley,Nebraska,"5,058","4,193",No records found,No records found,http://www.co.valley.ne.us,Ord,1871,570,7
Washington,Nebraska,"12,816","20,223",No records found,No records found,http://www.co.washington.ne.us,Blair,1854,393,51
Wayne,Nebraska,"59,345","9,411",000000.00,109601,http://county.waynene.org/,Wayne,1867,443,21
Webster,Nebraska,"4,845","3,688",0000000,1000000,http://www.co.webster.ne.us,Red Cloud,1871,575,6
Wheeler,Nebraska,"7,266",759,0000000.00,726,n/a,Bartlett,1877,576,1
York,Nebraska,"10,492","13,883",No records found,No records found,http://www.yorkcounty.ne.gov,York,1855,576,24
